_id,text,created_at,geo,source
ObjectId(556e46983ae74071b2e6067a),"#Dodgers #ThinkBlue Pederson HR, Dodgers fall to Rockies in doubleheader opener http://t.co/plY1V3eqYh #SportsRoadhouse",2015-06-03T00:13:12.000Z,,dlvr.it
ObjectId(556e46993ae74071b2e6067b),#Dodgers #ThinkBlue De La Rosa pitches six strong innings as Rockies win 6-3 http://t.co/KUOoaDb2CO #SportsRoadhouse,2015-06-03T00:13:12.000Z,,dlvr.it
ObjectId(556e46a63ae74071b2e6067c),"RT @stevedilbeck: Bullpen game, offense, falters for Dodgers in 6-3 loss in opener http://t.co/8Ni3fKj1XV",2015-06-03T00:13:26.000Z,,Twitter Web Client
ObjectId(556e46b03ae74071b2e6067d),RT @DodgersNation: All-Star Update: Adrian Gonzalez still leads NL 1B…barely. Joc Pederson &amp; Howie Kendrick drop. http://t.co/e9UuAtV9HH ht…,2015-06-03T00:13:36.000Z,,Twitter for iPhone
ObjectId(556e46b33ae74071b2e6067e),"RT @OwnersBoxMLB: #MLB #Rockies
Troy Tulowitzki will start at SS and bat 3rd in Game 2 vs Los Angeles Dodgers on Tuesday.",2015-06-03T00:13:39.000Z,,Twitter Web Client
ObjectId(556e46b53ae74071b2e6067f),Rockies Nolan Arenado continues hot hitting with go-ahead RBI single in 1st game of doubleheader vs. Dodgers.,2015-06-03T00:13:41.000Z,,Twitter for Android
ObjectId(556e46bb3ae74071b2e60680),"RT @OwnersBoxMLB: #MLB #Rockies
Nick Hundley will start at C and bat 7th in Game 2 vs Los Angeles Dodgers on Tuesday.",2015-06-03T00:13:47.000Z,,Twitter Web Client
ObjectId(556e46bf3ae74071b2e60681),"RT @OwnersBoxMLB: #MLB #Rockies
David Hale will be the starting pitcher and bat 9th in Game 2 vs Los Angeles Dodgers on Tuesday.",2015-06-03T00:13:51.000Z,,Twitter Web Client
ObjectId(556e46bf3ae74071b2e60682),Challenger game will be Sunday Cubs/Dodgers at 1 pm.  Yankees/cardinals 2:15.   Play ball :) bring your friends and family out to  the game,2015-06-03T00:13:51.000Z,,Twitter for iPhone
ObjectId(556e46c83ae74071b2e60683),@maddietbrown Dodgers are always #1 ❤️💙,2015-06-03T00:14:00.000Z,,Twitter for iPhone
ObjectId(556e46ce3ae74071b2e60684),"RT @Dodgers: RECAP: #Dodgers can't sustain quick start to twin bill in loss to Rockies, 6-3. {http://t.co/KyLgA8rUKe} http://t.co/XAmFOo1wsN",2015-06-03T00:14:05.000Z,,Twitter for iPad
ObjectId(556e46d03ae74071b2e60685),RT @ThatTexasBoy26: Already a great day! Hit 2 on the @Dodgers @Rockies early game so far. #moneyfornothing #mypicks #sportspicks http://t.…,2015-06-03T00:14:08.000Z,,FamoustTwit
ObjectId(556e46d43ae74071b2e60686),"RT @Dodgers: #Dodgers lineup for game two:
Pederson CF
Hernandez 2B
Gonzalez 1B
Grandal C
Ethier RF
Callaspo 3B
Rollins SS
Heisey LF
Greink…",2015-06-03T00:14:12.000Z,,Twitter for iPad
ObjectId(556e46d83ae74071b2e60687),"RT @BasebalIBracket: Best MLB Uniforms
•Round of 16•

RT - New York Mets

FAV- Los Angeles Dodgers http://t.co/J9hYMeC1Se",2015-06-03T00:14:15.000Z,,Twitter for iPhone
ObjectId(556e46e83ae74071b2e60688),"RT @OwnersBoxMLB: #MLB #Dodgers
Pitchers Josh Ravin &amp; Dabiel Coulombe have been recalled from Triple-A Oklahoma City.",2015-06-03T00:14:32.000Z,,Twitter Web Client
ObjectId(556e46eb3ae74071b2e60689),"RT @OwnersBoxMLB: #MLB #Dodgers
C Austin Barnes has been optioned to Triple-A Oklahoma City &amp; P David Huff has been designated for assignme…",2015-06-03T00:14:35.000Z,,Twitter Web Client
ObjectId(556e46fc3ae74071b2e6068a),Back at Coors for game 2 #dodgers #rockies MLB regular season game #56 this year http://t.co/Z6M5yp1ynu,2015-06-03T00:14:52.000Z,,Twitter for iPhone
ObjectId(556e47093ae74071b2e6068b),#Apparel LA #LosAngeles #Dodgers tee shirt Mens medium http://t.co/JGyHt6BaGi #Souvenirs #Onsale,2015-06-03T00:15:05.000Z,,dlvr.it
ObjectId(556e470a3ae74071b2e6068c),#Clothing #LosAngeles #Dodgers #Baseball #Women's faux leather medium shoulder bag blue new http://t.co/b5V53vbo0g #Auction #Cheap,2015-06-03T00:15:05.000Z,,dlvr.it
ObjectId(556e470a3ae74071b2e6068d),"Rapid Reaction: Los Angeles Dodgers 11, Colorado ... http://t.co/tTdTFWx000",2015-06-03T00:15:05.000Z,,dlvr.it
ObjectId(556e470a3ae74071b2e6068e),#MLB #Angels BRAND NEW MLB #LosAngeles DODGERS MEN'S EMBROIDERED MAJESTIC JERSEY 2XT 2XL http://t.co/KTAgwZMkeh #Auction #Cheap,2015-06-03T00:15:06.000Z,,dlvr.it
ObjectId(556e47123ae74071b2e6068f),"@VeniceMase @LAIreland Why do #Dodgers NEED Oliver's at 3B? Turner led all 3B in wRC+ in 2014. Why do you hate Justin Turner, Mase?",2015-06-03T00:15:12.000Z,,Talon (Plus)
ObjectId(556e47123ae74071b2e60690),"RT @troyisbatman: In their latest mock draft, @BaseballAmerica has #Kinder native and current #ULL shortstop Blake Trahan going 35th overal…",2015-06-03T00:15:12.000Z,,Twitter for iPhone
ObjectId(556e47163ae74071b2e60691),RT @babynuwanda: Dodgers been losing a lot lately 😔,2015-06-03T00:15:16.000Z,,Twitter for Android
ObjectId(556e47213ae74071b2e60692),"#ITFDB 
#Dodgers 
#BleedBlue 
#Zack
#Greinke",2015-06-03T00:15:29.000Z,,Twitter for Android
ObjectId(556e47323ae74071b2e60693),RT @MeridianoTV: #MLB De La Rosa lidera victoria de Rockies ante Dodgers http://t.co/g2pC8Vilt3 http://t.co/hmi0R1mW7i,2015-06-03T00:15:46.000Z,,Twitter Web Client
ObjectId(556e47343ae74071b2e60694),"RT @Dodgers: #Dodgers lineup for game two:
Pederson CF
Hernandez 2B
Gonzalez 1B
Grandal C
Ethier RF
Callaspo 3B
Rollins SS
Heisey LF
Greink…",2015-06-03T00:15:48.000Z,,Mobile Web (M5)
ObjectId(556e473b3ae74071b2e60695),"I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of Joc.",2015-06-03T00:15:54.000Z,,TweetDeck
ObjectId(556e47553ae74071b2e60696),"old   baseball comic  postcard, ""You Can't Put 'Em Over""?Brooklyn Dodgers parody http://t.co/fB6RbnRSJw http://t.co/acQYGFVor0",2015-06-03T00:16:21.000Z,,IFTTT
ObjectId(556e475c3ae74071b2e60697),@PerezHilton @Dodgers what the heck! I HAVE to take my hubby! And my kids need that shirt! I hope it's not sold out! Lechon tale gate!,2015-06-03T00:16:28.000Z,,Twitter for iPad
ObjectId(556e475d3ae74071b2e60698),"Michael McKenry, Ben Paulsen lead Rockies past Dodgers, 6-3 http://t.co/ygXEIrLrS4",2015-06-03T00:16:29.000Z,,RockiesRR
ObjectId(556e47603ae74071b2e60699),TIX http://t.co/4dDbVNoYAU L L 2 Infield Box #Ticket Colorado #Rockies vs Los Angeles Dodgers 9/25 http://t.co/5RKRoGYTrD #Tickets…,2015-06-03T00:16:32.000Z,,dlvr.it
ObjectId(556e47633ae74071b2e6069a),"TIX http://t.co/dGUgsDgBpP L B San Francisco Giants @ Los Angeles Dodgers, 1-8 #Ticket, 6/19, Loge… http://t.co/fHTfKzcd3X #Giants…",2015-06-03T00:16:35.000Z,,dlvr.it
ObjectId(556e47643ae74071b2e6069b),TIX http://t.co/9Cz9AUkyIj L B 4 Los Angeles #Dodgers vs WAS Nationals 8/10 Dodger Stadium… http://t.co/69kgTrrU7u #Tickets #Ticket,2015-06-03T00:16:36.000Z,,dlvr.it
ObjectId(556e476c3ae74071b2e6069c),@McDonalds run before the start of the second @Dodgers game 😎⚾️🍔🍟,2015-06-03T00:16:44.000Z,,Twitter for iPhone
ObjectId(556e476f3ae74071b2e6069d),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:16:47.000Z,,Twitter for iPhone
ObjectId(556e47773ae74071b2e6069e),"RT @Dodgers: Getting loose in Denver. 

#Dodgers and Rockies will play two games today (12:10 p.m. PT and 5:40 p.m. PT). http://t.co/q8990R…",2015-06-03T00:16:54.000Z,,Twitter for iPhone
ObjectId(556e47813ae74071b2e6069f),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:17:05.000Z,,Twitter for iPhone
ObjectId(556e47873ae74071b2e606a0),"Colorado Rockies defeat the Los Angeles Dodgers, 6-3, in game one of the ... http://t.co/uU9STvI5y4",2015-06-03T00:17:10.000Z,,SNS Analytics
ObjectId(556e47883ae74071b2e606a1),Dodgers rookie Joc Pederson blasts 15th home run http://t.co/eR5yq6bl2t,2015-06-03T00:17:11.000Z,,LA_DodgersRR
ObjectId(556e478b3ae74071b2e606a2),Jorge de la Rosa vence a los Dodgers con el dedo cortado #Deportes - http://t.co/F3Xygwb4IT,2015-06-03T00:17:15.000Z,,SNAP-Panama-Deportes
ObjectId(556e47963ae74071b2e606a3),"RT @Dodgers: #Dodgers lineup for game two:
Pederson CF
Hernandez 2B
Gonzalez 1B
Grandal C
Ethier RF
Callaspo 3B
Rollins SS
Heisey LF
Greink…",2015-06-03T00:17:26.000Z,,Twitter for iPhone
ObjectId(556e47993ae74071b2e606a4),4 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-23RS http://t.co/zwyWHBgLuk http://t.co/wHg5ZbEfH7,2015-06-03T00:17:29.000Z,,IFTTT
ObjectId(556e479c3ae74071b2e606a5),1-10 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-47FD http://t.co/SaN62LAOrV http://t.co/7pOquUKhM7,2015-06-03T00:17:32.000Z,,IFTTT
ObjectId(556e47a03ae74071b2e606a6),2 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-163LG http://t.co/CubDC61L9q http://t.co/OQOjA56aaP,2015-06-03T00:17:35.000Z,,IFTTT
ObjectId(556e47a33ae74071b2e606a7),"RT @Dodgers: #Dodgers lineup for game two:
Pederson CF
Hernandez 2B
Gonzalez 1B
Grandal C
Ethier RF
Callaspo 3B
Rollins SS
Heisey LF
Greink…",2015-06-03T00:17:39.000Z,,Twitter for iPhone
ObjectId(556e47a43ae74071b2e606a8),Los Angeles Dodgers sit in first place in the National League West as injuries begin to creep up,2015-06-03T00:17:40.000Z,,Mobile Web (M2)
ObjectId(556e47a53ae74071b2e606a9),2 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-49FD http://t.co/HmSOvGdrJU http://t.co/56WuDUgo0n,2015-06-03T00:17:41.000Z,,IFTTT
ObjectId(556e47a83ae74071b2e606aa),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:17:44.000Z,,Twitter for iPhone
ObjectId(556e47ab3ae74071b2e606ab),2 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-161LG http://t.co/1vja9mC5nb http://t.co/HWqD6XjOVA,2015-06-03T00:17:46.000Z,,IFTTT
ObjectId(556e47ad3ae74071b2e606ac),@Dodgers Let'sGoDodgers 💙⚾️💙⚾️,2015-06-03T00:17:49.000Z,,Twitter for iPhone
ObjectId(556e47ae3ae74071b2e606ad),4 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-39RS http://t.co/DHXTELoCV1 http://t.co/wPuCfDpk9T,2015-06-03T00:17:50.000Z,,IFTTT
ObjectId(556e47b33ae74071b2e606ae),RT @LA_Dodgers_Fans: Watch the Dodgers vs Rockies game online Tuesday 6/2 12:10PM Game 2 5:40PM https://t.co/vBGEC8AkMj #Dodgers #DodgersGa…,2015-06-03T00:17:55.000Z,,Twitter Web Client
ObjectId(556e47b63ae74071b2e606af),"RT @PerezHilton: @Dodgers So bummed we can't go to your Cuban Heritage Day, but thanks for the tee and we will be there in espíritu!!! http…",2015-06-03T00:17:58.000Z,,Twitter for Android
ObjectId(556e47b73ae74071b2e606b0),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:17:58.000Z,,Twitter for iPhone
ObjectId(556e47b93ae74071b2e606b1),"RT @Dodgers: #Dodgers lineup for game two:
Pederson CF
Hernandez 2B
Gonzalez 1B
Grandal C
Ethier RF
Callaspo 3B
Rollins SS
Heisey LF
Greink…",2015-06-03T00:18:01.000Z,,Twitter for iPhone
ObjectId(556e47be3ae74071b2e606b2),L L #Autographs 1945 Brooklyn #Dodgers Vintage Photo Copy #Signed by 3 JSA COA #Original #TopSeller http://t.co/EIWhWO63Vr,2015-06-03T00:18:05.000Z,,dlvr.it
ObjectId(556e47c23ae74071b2e606b3),"Rockies Rough up Dodgers, Pederson Homers Again http://t.co/1TWp8a1zM3 http://t.co/t7R7x329CY",2015-06-03T00:18:09.000Z,,WordPress.com
ObjectId(556e47c23ae74071b2e606b4),"Rockies Rough up Dodgers, Pederson Homers Again http://t.co/kPRGQ3QtqH http://t.co/WZIKhpKAiK",2015-06-03T00:18:09.000Z,,WordPress.com
ObjectId(556e47c33ae74071b2e606b5),RT @sternrep: The place to be. #Dodgers #baseball #iloveLA @ Dodger Stadium https://t.co/kgBWzrM048,2015-06-03T00:18:11.000Z,,Twitter Web Client
ObjectId(556e47d13ae74071b2e606b6),"@JessicaFastball ha! If anyone wants to do a parody of a knitting Dodgers fan, that'll be the day!",2015-06-03T00:18:25.000Z,,Twitter for iPhone
ObjectId(556e47d23ae74071b2e606b7),Dodgers fans need to vote for joc Pederson man!,2015-06-03T00:18:26.000Z,,Twitter for iPhone
ObjectId(556e47d33ae74071b2e606b8),2015 Topps Gypsy Queen Howie Kendrick #230 Gold Paper SP 313/499 Dodgers Insert http://t.co/nh4VU1P9Hc http://t.co/efJetPEkJs,2015-06-03T00:18:27.000Z,,IFTTT
ObjectId(556e47dd3ae74071b2e606b9),@DodgersNation would be nice if we could see the games. Engaging the fans is a complete fail. Very pathetic. @Dodgers @DIRECTV @TWC,2015-06-03T00:18:37.000Z,,Twitter for iPad
ObjectId(556e47f13ae74071b2e606ba),Bought my Dad a Brooklyn Dodgers hat and brought it to him today and he was grinning like a little kid🙌🏻,2015-06-03T00:18:57.000Z,,Twitter for iPhone
ObjectId(556e47f23ae74071b2e606bb),#Ticket - 2 Field Level tickets w/ General Parking 6/6 Cardinals @ Dodgers:  $125.00End Date: Frida... http://t.co/wXE0HUn0TG #Hollywood,2015-06-03T00:18:58.000Z,,twitterfeed
ObjectId(556e47f53ae74071b2e606bc),"#LA Van Slyke to DL; Heisey, Thomas join Dodgers - The Dodgers placed outfielder Scott Van Slyke on the 15-day dis... http://t.co/CVjLN15RF8",2015-06-03T00:19:01.000Z,,Hootsuite
ObjectId(556e47f93ae74071b2e606bd),RT @AlexVarezG: Wanted to go to the Dodgers game. 😒,2015-06-03T00:19:05.000Z,,Twitter for iPhone
ObjectId(556e47fb3ae74071b2e606be),TIX http://t.co/9Cz9AUkyIj 2 Field Level tickets w/ General Parking 6/6 Cardinals @ #Dodgers http://t.co/qgsyGjHcPG #Tickets #Ticket,2015-06-03T00:19:07.000Z,,dlvr.it
ObjectId(556e47fc3ae74071b2e606bf),#MLB #Baseball 2004 Leaf Sportscasters Duke Snider Blue Parallel #Dodgers Rare 15/20 http://t.co/LnJsj89ITu #Goods #Onsale,2015-06-03T00:19:07.000Z,,dlvr.it
ObjectId(556e47fc3ae74071b2e606c0),#Collectible #Buzz 1940 Press Photo Tex Carleton of the Brooklyn #Dodgers Congratulated on No… http://t.co/UvKmWA0aG8 #Bargains #Forsale,2015-06-03T00:19:08.000Z,,dlvr.it
ObjectId(556e47fd3ae74071b2e606c1),"#Collectibles old #Baseball comic #Postcard, ""You Can't Put 'Em Over""?Brooklyn #Dodgers parody http://t.co/qWhlkMaSnJ #Discount #Goods",2015-06-03T00:19:09.000Z,,dlvr.it
ObjectId(556e47fd3ae74071b2e606c2),#Memorabilia 1965 WORLD SERIES PROGRAM #LosAngeles #Dodgers vs MINNESOTA TWINS http://t.co/2hWNBIxNIB #Vintage #Sports,2015-06-03T00:19:09.000Z,,dlvr.it
ObjectId(556e48003ae74071b2e606c3),#Dodgers: Pederson's homer MLB's fifth longest of '15 http://t.co/YvA5aJoRue #MLB,2015-06-03T00:19:12.000Z,,IFTTT
ObjectId(556e48003ae74071b2e606c4),#Dodgers: Dodgers can't sustain quick start to twin bill http://t.co/HPSRPRjCjT #MLB,2015-06-03T00:19:12.000Z,,IFTTT
ObjectId(556e48063ae74071b2e606c5),"RT @billplunkettocr: Pederson: ""You guys are the ones who said I can't hit left-handed pitching. I hit them last year so I guess you guys t…",2015-06-03T00:19:18.000Z,,Twitter for Android
ObjectId(556e48083ae74071b2e606c6),"RT @Dodgers: RECAP: #Dodgers can't sustain quick start to twin bill in loss to Rockies, 6-3. {http://t.co/KyLgA8rUKe} http://t.co/XAmFOo1wsN",2015-06-03T00:19:20.000Z,,Twitter for iPhone
ObjectId(556e48113ae74071b2e606c7),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:19:29.000Z,,Twitter for iPhone
ObjectId(556e48153ae74071b2e606c8),"#LADodgers Van Slyke to DL; Heisey, Thomas join Dodgers  http://t.co/b8yIsB3lOA",2015-06-03T00:19:32.000Z,,twitterfeed
ObjectId(556e481b3ae74071b2e606c9),RT @Dodgers: four-hundred-seventy-seven-feet.gif http://t.co/NOvyznzeWQ,2015-06-03T00:19:38.000Z,,Twitter for Android
ObjectId(556e481f3ae74071b2e606ca),RT @Bravotv: Lisa Vanderpump to Throw First Pitch at Dodgers Game http://t.co/KUr86KTSkb http://t.co/dzMYKiddGX,2015-06-03T00:19:43.000Z,,Twitter for iPhone
ObjectId(556e48353ae74071b2e606cb),#Deportes Resultado del partido Denver Rockies vs. Los Angeles Dodgers por las Grandes Ligas 2015 http://t.co/peyp948ChU,2015-06-03T00:20:04.000Z,,dlvr.it
ObjectId(556e48493ae74071b2e606cc),"Austin Barnes, Kiké Hernandez, Chris Heisey start first game of doubleheader for Dodgers http://t.co/Ws3nzmyALd #Dodgers #mlb",2015-06-03T00:20:24.000Z,,TTYtter
ObjectId(556e48533ae74071b2e606cd),RT @DodgersNation: The Joc Pederson ROY campaign continues. VIDEO: http://t.co/GnXTgnQQxY http://t.co/Dxbc4NQXqa,2015-06-03T00:20:35.000Z,,Twitter for iPhone
ObjectId(556e48543ae74071b2e606ce),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:20:36.000Z,,Twitter for iPhone
ObjectId(556e48553ae74071b2e606cf),@bailey__gaetje trash ... vin scully and the dodgers are better,2015-06-03T00:20:37.000Z,,Twitter for iPhone
ObjectId(556e48593ae74071b2e606d0),#MLB Los Angeles Dodgers 3 - 6 Colorado Rockies http://t.co/928ObYsH45,2015-06-03T00:20:41.000Z,,Facebook
ObjectId(556e48633ae74071b2e606d1),RT @DodgersNation: All-Star Update: Adrian Gonzalez still leads NL 1B…barely. Joc Pederson &amp; Howie Kendrick drop. http://t.co/e9UuAtV9HH ht…,2015-06-03T00:20:51.000Z,,Twitter for Android
ObjectId(556e48713ae74071b2e606d2),De La Rosa lidera victoria de Rockies ante Dodgers:  http://t.co/CGN36sJu7L,2015-06-03T00:21:04.000Z,,twitterfeed
ObjectId(556e48713ae74071b2e606d3),#Baseball Dodgers Designate David Huff For Assignment - Following the fist game of today’s double-header against t... http://t.co/E8iSkIIaIm,2015-06-03T00:21:05.000Z,,Hootsuite
ObjectId(556e48723ae74071b2e606d4),@USABaseball @jakecosner23 @ClaytonKersh22 @ShawnTolleson37 @Dodgers @Rangers @Lions Tigers for life,2015-06-03T00:21:06.000Z,,Twitter for iPhone
ObjectId(556e48723ae74071b2e606d5),#Dime_Cricri32 De La Rosa lidera victoria de Rockies ante Dodgers:  http://t.co/duvPhPQBoL #Team_Malagueton_F,2015-06-03T00:21:06.000Z,,twitterfeed
ObjectId(556e48733ae74071b2e606d6),RT @bestcarpetbc: #4pxp Dodgers win,2015-06-03T00:21:07.000Z,,Mobile Web (M5)
ObjectId(556e48753ae74071b2e606d7),"RT @manic1hispanic: #ITFDB 
#Dodgers 
#BleedBlue 
#Zack
#Greinke",2015-06-03T00:21:08.000Z,,Twitter for Android
ObjectId(556e48753ae74071b2e606d8),"Hubo ya otro resultado final en la tarde, el Dodgers 3-6 Rockies (primero de la doble jornada). Callaspo 1-0, K, C. Gonzalez 3-0, BB.",2015-06-03T00:21:09.000Z,,Twitter for iPhone
ObjectId(556e48783ae74071b2e606d9),"RT @DodgersNation: I’m not a big fan of fan voting, but the #Dodgers support is pretty sad. All three outfielders from the Bay are ahead of…",2015-06-03T00:21:11.000Z,,Twitter for iPhone
ObjectId(556e487a3ae74071b2e606da),"Two Months in, Adrian Gonzalez is Still Raking for LA Dodgers http://t.co/uOazxeeNPp",2015-06-03T00:21:14.000Z,,dlvr.it
ObjectId(556e487e3ae74071b2e606db),"Braves drop the Dodgers, 3-2   http://t.co/zabmwI3i6Z
  #dodgers #greinke #la #uribe",2015-06-03T00:21:17.000Z,,Tweet Old Post
ObjectId(556e48813ae74071b2e606dc),Los Angeles Dodgers' Clayton Kershaw is starting ... http://t.co/MMdZgITX0D,2015-06-03T00:21:21.000Z,,dlvr.it
ObjectId(556e48923ae74071b2e606dd),1-10 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-39RS:  $18.00End Date: Thursda... http://t.co/KYOe46RAvP #Dodgers,2015-06-03T00:21:38.000Z,,twitterfeed
ObjectId(556e48933ae74071b2e606de),4 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-23RS:  $46.00End Date: Thursday J... http://t.co/U4FFu4yrIh #Dodgers,2015-06-03T00:21:38.000Z,,twitterfeed
ObjectId(556e48933ae74071b2e606df),2 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-163LG:  $28.00End Date: Thursday ... http://t.co/zQFSzDZXWL #Dodgers,2015-06-03T00:21:39.000Z,,twitterfeed
ObjectId(556e48933ae74071b2e606e0),2 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-161LG:  $24.00End Date: Thursday ... http://t.co/WLFbGGRG3i #Dodgers,2015-06-03T00:21:39.000Z,,twitterfeed
ObjectId(556e48943ae74071b2e606e1),4 TIX Los Angeles Dodgers vs WAS Nationals 8/12 Dodger Stadium Sect-39RS:  $30.00End Date: Thursday J... http://t.co/4AWlQk1Fut #Dodgers,2015-06-03T00:21:39.000Z,,twitterfeed
ObjectId(556e48953ae74071b2e606e2),"@VeniceMase  Steve I listen to  you &amp; Ireland  (&amp; have since  you were in  SD ) because you talk more #dodgers than anyone  else,keep it up.",2015-06-03T00:21:40.000Z,,Twitter for Android
ObjectId(556e489b3ae74071b2e606e3),Maybe because we can't watch the games 😑 https://t.co/SIIFhnp3jT,2015-06-03T00:21:47.000Z,,Twitter for iPhone
ObjectId(556e48a73ae74071b2e606e4),RT @asvpxdaniel_: I hate how I'm emotionally attached to the Dodgers,2015-06-03T00:21:59.000Z,,Twitter for iPhone
ObjectId(556e48ab3ae74071b2e606e5),RT @Petemesa16: @DodgersNation would be nice if we could see the games. Engaging the fans is a complete fail. Very pathetic. @Dodgers @DIRE…,2015-06-03T00:22:03.000Z,,Twitter for iPhone
