_id,text,created_at,geo,source
ObjectId(556e47653ae74071aff073e1),"RT @Rockies: #RoxWin Game 1 of today's doubleheader, 6-3.

Short break, then back out for the nightcap! #RockiesEveryday http://t.co/Fee4aR…",2015-06-03T00:16:37.000Z,,Twitter for iPhone
ObjectId(556e47773ae74071aff073e2),"RT @Dodgers: Getting loose in Denver. 

#Dodgers and Rockies will play two games today (12:10 p.m. PT and 5:40 p.m. PT). http://t.co/q8990R…",2015-06-03T00:16:54.000Z,,Twitter for iPhone
ObjectId(556e477f3ae74071aff073e3),@Rockies What's your snapchat username? I'm behind the times I guess.,2015-06-03T00:17:03.000Z,,Twitter Web Client
ObjectId(556e47823ae74071aff073e4),Tonight the Rockies play the Calgary Redbirds at 7:00 at Inland Athletic Park. Looking for another win!,2015-06-03T00:17:06.000Z,,Twitter for iPhone
ObjectId(556e47873ae74071aff073e5),"Colorado Rockies defeat the Los Angeles Dodgers, 6-3, in game one of the ... http://t.co/uU9STvI5y4",2015-06-03T00:17:10.000Z,,SNS Analytics
ObjectId(556e47953ae74071aff073e6),Rockies game tonight! ⚾️,2015-06-03T00:17:25.000Z,,Twitter for iPhone
ObjectId(556e47a03ae74071aff073e7),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/pDKaF8DUlV",2015-06-03T00:17:36.000Z,,IFTTT
ObjectId(556e47a03ae74071aff073e8),"The Rockies missed the boat on trading Justin Morneau, says @gmoore34: http://t.co/3EyX4Uucbe",2015-06-03T00:17:36.000Z,,Hootsuite
ObjectId(556e47a63ae74071aff073e9),"If we can stop calling Carlos Gomez ""CarGo""? That'd be great. B/c there's already a big time CarGo in MLB. #Rockies",2015-06-03T00:17:42.000Z,,TweetDeck
ObjectId(556e47b33ae74071aff073ea),RT @LA_Dodgers_Fans: Watch the Dodgers vs Rockies game online Tuesday 6/2 12:10PM Game 2 5:40PM https://t.co/vBGEC8AkMj #Dodgers #DodgersGa…,2015-06-03T00:17:55.000Z,,Twitter Web Client
ObjectId(556e47c23ae74071aff073eb),"Rockies Rough up Dodgers, Pederson Homers Again http://t.co/1TWp8a1zM3 http://t.co/t7R7x329CY",2015-06-03T00:18:09.000Z,,WordPress.com
ObjectId(556e47c23ae74071aff073ec),"Rockies Rough up Dodgers, Pederson Homers Again http://t.co/kPRGQ3QtqH http://t.co/WZIKhpKAiK",2015-06-03T00:18:09.000Z,,WordPress.com
ObjectId(556e47c43ae74071aff073ed),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/GHlvPHg5hv",2015-06-03T00:18:12.000Z,,IFTTT
ObjectId(556e47c63ae74071aff073ee),First Rockies game of the year and they got the win. Thanks babe! #bestgirlfriendever… https://t.co/RbZVQe32YO,2015-06-03T00:18:14.000Z,"{""coordinates"":[39.756074,-104.994031],""type"":""Point""}",Instagram
ObjectId(556e47cd3ae74071aff073ef),#MLB COLORADO ROCKIES: Recalled pitcher David Hale from Albuquerque (PCL). http://t.co/QP2gNl7mk2,2015-06-03T00:18:21.000Z,"{""coordinates"":[41.878789,-87.623474],""type"":""Point""}",Tweetscatter
ObjectId(556e47cd3ae74071aff073f0),COLORADO ROCKIES: Recalled pitcher David Hale from Albuquerque (PCL). http://t.co/NnNMPLdDve,2015-06-03T00:18:21.000Z,"{""coordinates"":[41.878789,-87.623474],""type"":""Point""}",Tweetscatter
ObjectId(556e47dd3ae74071aff073f1),RT @Avalanche: @Rockies We see you on @Snapchat. Thanks for the love. http://t.co/2UUxmEAmh7,2015-06-03T00:18:36.000Z,,Twitter for Android
ObjectId(556e47f53ae74071aff073f2),RT @maddietbrown: When you talk a bunch of crap about the Rockies losing but then they win @peytonblomberg http://t.co/XTVtKNAHzH,2015-06-03T00:19:01.000Z,,Twitter for iPhone
ObjectId(556e47ff3ae74071aff073f3),RT @maddietbrown: When you talk a bunch of crap about the Rockies losing but then they win @peytonblomberg http://t.co/XTVtKNAHzH,2015-06-03T00:19:11.000Z,,Twitter for iPhone
ObjectId(556e48023ae74071aff073f4),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/E4Cz1JdWNQ",2015-06-03T00:19:14.000Z,,IFTTT
ObjectId(556e48053ae74071aff073f5),L #MLB #Cards 2015 #Topps Museum #Collection - COLORADO #Rockies #Card #Baseball http://t.co/J0NQPUwAjK,2015-06-03T00:19:17.000Z,,dlvr.it
ObjectId(556e48063ae74071aff073f6),#MLB #Cards 2015 #Topps Tier One Baseball 12Box Index Case Break #6 COLORADO #Rockies http://t.co/9Ic30k5KcZ #Card #Baseball,2015-06-03T00:19:18.000Z,,dlvr.it
ObjectId(556e48083ae74071aff073f7),"RT @Dodgers: RECAP: #Dodgers can't sustain quick start to twin bill in loss to Rockies, 6-3. {http://t.co/KyLgA8rUKe} http://t.co/XAmFOo1wsN",2015-06-03T00:19:20.000Z,,Twitter for iPhone
ObjectId(556e481a3ae74071aff073f8),#Rockies Wire: McKenry powers Rox past LA to open twin bill http://t.co/zgtibIVNm0 http://t.co/xjJER0cgnt,2015-06-03T00:19:38.000Z,,dlvr.it
ObjectId(556e48353ae74071aff073f9),#Deportes Resultado del partido Denver Rockies vs. Los Angeles Dodgers por las Grandes Ligas 2015 http://t.co/peyp948ChU,2015-06-03T00:20:04.000Z,,dlvr.it
ObjectId(556e483e3ae74071aff073fa),Rockies' Arenado fourth among third basemen in All-Star votes http://t.co/O0X2gea6Kr http://t.co/GYQJS0Rtx6,2015-06-03T00:20:14.000Z,,SNS Analytics
ObjectId(556e48533ae74071aff073fb),RT @DodgersNation: The Joc Pederson ROY campaign continues. VIDEO: http://t.co/GnXTgnQQxY http://t.co/Dxbc4NQXqa,2015-06-03T00:20:35.000Z,,Twitter for iPhone
ObjectId(556e48593ae74071aff073fc),#MLB Los Angeles Dodgers 3 - 6 Colorado Rockies http://t.co/928ObYsH45,2015-06-03T00:20:41.000Z,,Facebook
ObjectId(556e48593ae74071aff073fd),RT @RockiesonFB: Tulo and Cargo are in Rockies will loose this one,2015-06-03T00:20:41.000Z,,Twitter for iPhone
ObjectId(556e48713ae74071aff073fe),De La Rosa lidera victoria de Rockies ante Dodgers:  http://t.co/CGN36sJu7L,2015-06-03T00:21:04.000Z,,twitterfeed
ObjectId(556e48723ae74071aff073ff),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/4irU61oL1x",2015-06-03T00:21:06.000Z,,dlvr.it
ObjectId(556e48723ae74071aff07400),#Dime_Cricri32 De La Rosa lidera victoria de Rockies ante Dodgers:  http://t.co/duvPhPQBoL #Team_Malagueton_F,2015-06-03T00:21:06.000Z,,twitterfeed
ObjectId(556e48753ae74071aff07401),"Hubo ya otro resultado final en la tarde, el Dodgers 3-6 Rockies (primero de la doble jornada). Callaspo 1-0, K, C. Gonzalez 3-0, BB.",2015-06-03T00:21:09.000Z,,Twitter for iPhone
ObjectId(556e487d3ae74071aff07402),@gjsportswriter @jlivi2 but Rockies like to alternate lineup so harder for other team to bring in specialized relievers.,2015-06-03T00:21:17.000Z,,Twitter for iPhone
ObjectId(556e487e3ae74071aff07403),"Colorado Rockies beat the Phillies, 4-1 http://t.co/bM48gVeSIu",2015-06-03T00:21:18.000Z,,SNS Analytics
ObjectId(556e48813ae74071aff07404),@citchmook Rockies lol,2015-06-03T00:21:20.000Z,,Twitter for iPhone
ObjectId(556e489a3ae74071aff07405),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/ZqRy5MwN0G Vía @sipsedeportes",2015-06-03T00:21:46.000Z,,dlvr.it
ObjectId(556e48a33ae74071aff07406),@citchmook it's just rockies,2015-06-03T00:21:55.000Z,,Twitter for iPhone
ObjectId(556e48af3ae74071aff07407),"⚾️ (@ Coors Field - @mlb for Colorado Rockies vs. Los Angeles Dodgers in Denver, CO w/ @kayt_marie) https://t.co/bM278OESOv",2015-06-03T00:22:07.000Z,,Foursquare
ObjectId(556e48b93ae74071aff07408),"RT @RockBPC: The Rockies 7pm tomorrow at @beachpoint, dance &amp; food for all high schoolers until 10pm. Semi formal wear encouraged! http://t…",2015-06-03T00:22:16.000Z,,Twitter for iPhone
ObjectId(556e48bf3ae74071aff07409),"RT @1043TheFan: On now with @BigAlRadio and @dmac1043 is @Rockies pitcher, Chad Bettis. 

Listen: http://t.co/dhIUtpFgxJ",2015-06-03T00:22:23.000Z,,Twitter for iPhone
ObjectId(556e48cd3ae74071aff0740a),RT @RockiesPR: TUNE IN! 👇 https://t.co/VoVijoyzTO,2015-06-03T00:22:36.000Z,,Twitter for iPhone
ObjectId(556e48eb3ae74071aff0740b),De La Rosa Leads Rockies Over Dodgers In Doubleheader Opener http://t.co/k4rD08hNzA,2015-06-03T00:23:07.000Z,,dlvr.it
ObjectId(556e48eb3ae74071aff0740c),De La Rosa Leads Rockies Over Dodgers In Doubleheader Opener http://t.co/bbQek3Fne9,2015-06-03T00:23:07.000Z,,dlvr.it
ObjectId(556e48f43ae74071aff0740d),"RT @Rockies: .@theFortMcKenry, @Benjaminpaulsen homer in #Rockies victory over the Dodgers. #RoxWin http://t.co/HZNp3rB09A http://t.co/PQyK…",2015-06-03T00:23:15.000Z,,Twitter for iPhone
ObjectId(556e49053ae74071aff0740e),"Among others.... RT @RoxPileFS: The Rockies missed the boat on trading Justin Morneau, says @gmoore34: http://t.co/l4TCmreJW0",2015-06-03T00:23:33.000Z,,TweetCaster for Android
ObjectId(556e491c3ae74071aff0740f),Gotta play the first 6 innings before the final 3. Do it at bottom all you want but can't give up RBI chances early  https://t.co/NrOhpSQJin,2015-06-03T00:23:56.000Z,,Twitter for iPhone
ObjectId(556e49273ae74071aff07410),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/wiw6wgKIWg Vía: @SipseDeportes",2015-06-03T00:24:06.000Z,,dlvr.it
ObjectId(556e49273ae74071aff07411),"Pitcher mexicano, clave en triunfo de Rockies http://t.co/p9ujd6UFct (Vía @sipsedeportes)",2015-06-03T00:24:07.000Z,,dlvr.it
ObjectId(556e495a3ae74071aff07412),"FYI to @c_singleton, ten of #Rockies Nolan Arenado's home runs this year have come on the road for a .996 road OPS http://t.co/ev679CazWe",2015-06-03T00:24:58.000Z,,Twitter Web Client
ObjectId(556e495f3ae74071aff07413),Adrián González y los #Dodgers juegan por segunda vez en el dia contra los #Rockies que ganaron 6-3 en la tarde. #MLB http://t.co/hV33mi2Dho,2015-06-03T00:25:03.000Z,,TweetDeck
ObjectId(556e49683ae74071aff07414),L #MLB #Rockies 2013 #Topps Chrome #131 Carlos Gonzalez Colorado Rockies #CarlosGonzalez http://t.co/fTIlJMg5NG,2015-06-03T00:25:12.000Z,,dlvr.it
ObjectId(556e496b3ae74071aff07415),RT @Rockies: Here is the #Rockies lineup for Game 2 of today's doubleheader. Let's get it! http://t.co/qUTrglc0xf,2015-06-03T00:25:15.000Z,,Twitter for Android
ObjectId(556e496b3ae74071aff07416),wake up to realize we lost to the fucking Rockies .... wtf,2015-06-03T00:25:15.000Z,,Twitter for iPhone
ObjectId(556e497a3ae74071aff07417),Remembering Roger Bernadina who's now with the @Rockies I saw him make this catch off @Giancarlo818 in 2011. #Shark #SharkWeek #Nats #GoNats,2015-06-03T00:25:30.000Z,,Twitter for iPhone
ObjectId(556e497f3ae74071aff07418),@Avalanche I'll be showing the @Rockies some love on Friday night! Probably #RockinTheA as usual but we'll see :) #MissinMyAvs #GoRox,2015-06-03T00:25:35.000Z,,Twitter for iPhone
ObjectId(556e498d3ae74071aff07419),RT @TiempoExtraDO: Rockies derrotan 6-3 a los Dodgers: http://t.co/0rf6fEaafb http://t.co/23E0Rnn9ks,2015-06-03T00:25:49.000Z,,Twitter for iPhone
ObjectId(556e49a33ae74071aff0741a),At least you can SAFELY dispose of your used needless here at Coors Field #Rockies http://t.co/SvAV3jrMTR,2015-06-03T00:26:11.000Z,,Twitter for Android
ObjectId(556e49a43ae74071aff0741b),RT @Avalanche: @Rockies We see you on @Snapchat. Thanks for the love. http://t.co/2UUxmEAmh7,2015-06-03T00:26:11.000Z,,Twitter for iPhone
ObjectId(556e49ac3ae74071aff0741c),"Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:26:20.000Z,,Twitter Web Client
ObjectId(556e49ad3ae74071aff0741d),"RT @Rockies: As Game 2 approaches, let's look back at Game 1, courtesy of @ClarksonCreativ. #RoxWin http://t.co/KREWCOSQIN",2015-06-03T00:26:21.000Z,,Twitter for iPhone
ObjectId(556e49cf3ae74071aff0741e),"RT @Rockies: As Game 2 approaches, let's look back at Game 1, courtesy of @ClarksonCreativ. #RoxWin http://t.co/KREWCOSQIN",2015-06-03T00:26:54.000Z,,Twitter for Android
ObjectId(556e49d03ae74071aff0741f),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:26:56.000Z,,Twitter for iPhone
ObjectId(556e49d73ae74071aff07420),"RT @BBTN: .@Rockies take 1st game of doubleheader against Dodgers, 6-3.
-De La Rosa: 6 IP, 3 R, 6 K
-McKenry: 2-4, HR, 3 RBI http://t.co/9N…",2015-06-03T00:27:03.000Z,,Twitter for iPad
ObjectId(556e49d73ae74071aff07421),RT @Rockies: Here is the #Rockies lineup for Game 2 of today's doubleheader. Let's get it! http://t.co/qUTrglc0xf,2015-06-03T00:27:03.000Z,,Twitter for iPhone
ObjectId(556e49db3ae74071aff07422),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:07.000Z,,Twitter for Android
ObjectId(556e49db3ae74071aff07423),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:07.000Z,,Twitter for Android
ObjectId(556e49db3ae74071aff07424),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:07.000Z,,Twitter for Android
ObjectId(556e49db3ae74071aff07425),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:07.000Z,,Twitter for Android
ObjectId(556e49db3ae74071aff07426),@MidgetMamba5 Go Rockies!,2015-06-03T00:27:07.000Z,,Twitter for Android
ObjectId(556e49dc3ae74071aff07427),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:08.000Z,,Twitter for Android
ObjectId(556e49dc3ae74071aff07428),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:08.000Z,,Twitter for Android
ObjectId(556e49dc3ae74071aff07429),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:08.000Z,,Twitter for Android
ObjectId(556e49dc3ae74071aff0742a),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:08.000Z,,Twitter for Android
ObjectId(556e49dd3ae74071aff0742b),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:08.000Z,,Twitter for Android
ObjectId(556e49dd3ae74071aff0742c),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:08.000Z,,Twitter for Android
ObjectId(556e49de3ae74071aff0742d),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:10.000Z,,Twitter for Android
ObjectId(556e49de3ae74071aff0742e),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:10.000Z,,Twitter for Android
ObjectId(556e49df3ae74071aff0742f),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:11.000Z,,Twitter for Android
ObjectId(556e49e03ae74071aff07430),"Pitcher mexicano, clave en triunfo de Rockies: Jorge de la Rosa cubre eficazmente seis innings en partido gana... http://t.co/HXX2n8Oj1a",2015-06-03T00:27:12.000Z,,twitterfeed
ObjectId(556e49e23ae74071aff07431),"Pitcher mexicano, clave en triunfo de Rockies: Jorge de la Rosa cubre eficazmente seis innings en partido gana... http://t.co/t50SxOyx6c",2015-06-03T00:27:14.000Z,,twitterfeed
ObjectId(556e49e43ae74071aff07432),"Pitcher mexicano, clave en triunfo de Rockies: Jorge de la Rosa cubre eficazmente seis innings en partido gana... http://t.co/wbk1m7byNg",2015-06-03T00:27:16.000Z,,twitterfeed
ObjectId(556e49e53ae74071aff07433),"RT @ShipsHaveSailed: Oh man...crossing the Colorado Rockies...""smooth"" is not in this plane's vocabulary! https://t.co/NZ20TApk0R",2015-06-03T00:27:16.000Z,,Twitter for Android
ObjectId(556e4a103ae74071aff07434),RT @aabecker123: Rock Out in the Rockies at AA-ISP Denver  https://t.co/LVOTd3uudv,2015-06-03T00:28:00.000Z,,Buffer
ObjectId(556e4a143ae74071aff07435),"Pitcher mexicano, clave en triunfo de Rockies",2015-06-03T00:28:04.000Z,,dlvr.it
ObjectId(556e4a143ae74071aff07436),#MLB #Rockies 2013 #Topps Series 1 #5 Carlos Gonzalez Colorado Rockies http://t.co/cbpexKN7Ai #CarlosGonzalez,2015-06-03T00:28:04.000Z,,dlvr.it
ObjectId(556e4a143ae74071aff07437),De la Rosa lideró victoria de Rockies ante Dodgers http://t.co/POrw0z1pA5,2015-06-03T00:28:04.000Z,,dlvr.it
ObjectId(556e4a143ae74071aff07438),#Exercise #Fitblr Weight Loss Is Not A Simple Math Equation http://t.co/wvzr8VKQpN #Rockies #Workout,2015-06-03T00:28:04.000Z,,dlvr.it
ObjectId(556e4a143ae74071aff07439),"Pitcher mexicano, clave en triunfo de Rockies",2015-06-03T00:28:04.000Z,,dlvr.it
ObjectId(556e4a173ae74071aff0743a),#Béisbol De la Rosa lideró victoria de Rockies ante Dodgers: El juego correspondía a uno que fue pospuesto por... http://t.co/7U3kYXE4Q6,2015-06-03T00:28:06.000Z,,twitterfeed
ObjectId(556e4a173ae74071aff0743b),De la Rosa lideró victoria de Rockies ante Dodgers http://t.co/zqkk7mwehr #LVBP #MLB,2015-06-03T00:28:07.000Z,,twitterfeed
ObjectId(556e4a173ae74071aff0743c),De la Rosa lideró victoria de Rockies ante Dodgers http://t.co/tzPWYdfaY0 Vía @Liderendeportes,2015-06-03T00:28:07.000Z,,twitterfeed
ObjectId(556e4a183ae74071aff0743d),De la Rosa lideró victoria de Rockies ante Dodgers http://t.co/XKE4ZowBgg,2015-06-03T00:28:08.000Z,,dlvr.it
